n porównania przestawienia czas
8000 686164 508554 12.196 
8000 679238 503137 10.5 
8000 670143 504501 10.584 
8000 671759 503215 10.474 
8000 672381 502012 10.434 
8000 679789 505891 10.528 
8000 675896 501890 12.496 
8000 675629 500880 10.464 
8000 674102 502620 14.661 
8000 678390 505142 10.542 
8000 675504 499389 13.455 
8000 681585 505040 10.696 
8000 677212 500662 10.468 
8000 678186 509121 10.595 
8000 678753 507249 10.549 
8000 677296 501865 13.54 
8000 666815 504810 10.452 
8000 676729 505781 13.993 
8000 681703 506383 14.988 
8000 684059 509851 10.581 
8000 682348 502351 10.559 
8000 673335 506701 10.51 
8000 672762 497823 10.487 
8000 682111 507998 10.512 
8000 676356 501889 13.042 
8000 674845 510355 12.696 
8000 672307 495530 10.734 
8000 683850 507062 10.872 
8000 683680 510567 10.663 
8000 677085 504239 10.487 
8000 679154 507478 10.528 
8000 669494 497444 11.933 
8000 675156 499772 10.533 
8000 672471 504259 11.611 
8100 680126 500061 11.988 
8100 687511 509266 14.401 
8100 686291 510138 13.306 
8100 689075 517350 10.756 
8100 681470 508193 10.635 
8100 681915 510523 10.68 
8100 676647 503460 10.523 
8100 689753 508943 10.596 
8100 669171 496727 10.413 
8100 687599 507586 13.442 
8100 688365 510400 10.626 
8100 688589 511564 10.706 
8100 690890 513076 10.765 
8100 682371 513646 14.102 
8100 680677 506245 10.591 
8100 686378 509311 10.633 
8100 691764 512747 10.667 
8100 695296 513901 12.181 
8100 681757 513305 12.93 
8100 683529 510830 10.692 
8100 689063 509622 10.752 
8100 689887 513228 10.641 
8100 667987 498253 10.465 
8100 688676 508720 10.68 
8100 686711 501990 10.486 
8100 693009 513920 10.701 
8100 687754 506356 10.526 
8100 682751 512556 11.461 
8100 669994 502262 10.436 
8100 688456 510093 12.333 
8100 682227 511181 10.718 
8100 680606 502754 12.503 
8100 682403 509258 10.602 
8100 687513 510224 10.642 
8100 685759 512945 10.776 
8100 685661 509727 13.427 
8100 685739 509541 12.086 
8100 697062 509613 10.838 
8100 685449 510943 10.621 
8100 673837 504396 10.458 
8100 690904 512889 10.706 
8100 688645 513154 10.686 
8100 683849 513461 10.642 
8100 690189 509566 11.901 
8100 694879 516013 10.725 
8100 691009 511875 13.65 
8100 645809 479729 10.264 
8100 683328 510915 10.588 
8100 686014 513543 10.708 
8100 685921 508759 10.66 
8100 673880 504084 10.534 
8100 687737 513956 10.661 
8100 688780 513351 10.689 
8100 681366 507724 13.282 
8100 696017 516977 14.761 
8100 691505 511287 10.686 
8100 682507 512533 10.666 
8100 690616 509463 10.6 
8100 693059 514019 10.712 
8100 681733 508984 13.647 
8100 686172 514774 10.703 
8100 692522 515888 10.696 
8100 686148 511109 12.548 
8100 685549 512479 10.611 
8100 684274 510969 11.781 
8100 682618 510970 10.611 
8100 681282 505248 10.562 
8100 688027 512955 10.657 
8100 697253 519334 11.878 
8100 688060 513558 10.791 
8100 685014 512342 10.612 
8100 694012 516254 13.851 
8100 696421 512316 14.259 
8100 682089 509977 10.543 
8100 663872 494137 13.099 
8100 696097 512628 10.71 
8100 684285 505452 10.493 
8100 693402 511596 13.707 
8100 684052 510288 12.942 
8100 688046 515325 13.798 
8100 683336 511220 10.636 
8100 692193 507906 10.658 
8100 693628 518213 12.567 
8100 684555 508532 10.61 
8100 686922 506220 10.635 
8100 691617 512012 14.026 
8100 692602 510862 12.851 
8100 683166 509138 10.6 
8100 690387 513963 10.675 
8100 687651 508097 10.64 
8100 693698 512032 10.779 
8100 687738 507392 11.436 
8100 692278 511621 10.728 
8100 680654 506039 10.575 
8100 682043 507342 10.537 
8100 686127 511300 10.623 
8100 692723 514178 10.797 
8100 680846 507173 10.568 
8100 685734 510042 10.611 
8100 691035 518369 10.91 
8200 697589 520142 12.325 
8200 686734 514883 14.171 
8200 696275 517692 10.741 
8200 696424 520809 10.782 
8200 711138 524082 11.232 
8200 697493 521580 10.898 
8200 689298 515201 13.885 
8200 690854 510810 12.378 
8200 688661 513356 10.809 
8200 693298 516218 10.766 
8200 690969 518689 11.585 
8200 692937 516415 10.733 
8200 688154 510751 10.589 
8200 689607 519713 10.76 
8200 696358 518016 10.756 
8200 697694 521910 13.965 
8200 691894 517167 11.823 
8200 694685 516829 10.804 
8200 690602 515592 10.712 
8200 702946 522176 10.794 
8200 701095 522684 15.31 
8200 702181 522096 10.898 
8200 702365 523718 10.833 
8200 693541 519665 10.743 
8200 703817 521305 12.016 
8200 697142 521661 12.355 
8200 704122 519524 13.863 
8200 684187 511310 12.368 
8200 685347 508549 14.345 
8200 691930 519000 10.733 
8200 691032 514687 10.689 
8200 689980 513934 10.754 
8200 699545 520508 10.818 
8200 694425 515747 10.872 
8200 700176 519482 13.624 
8200 700921 521526 10.877 
8200 696899 520056 12.374 
8200 700910 521920 12.743 
8200 705434 522006 10.951 
8200 693870 518557 13.551 
8200 697113 517634 14.522 
8200 694686 518431 10.818 
8200 676237 508580 10.645 
8200 697684 521266 10.874 
8200 692600 516220 10.7 
8200 692365 518235 12.663 
8200 689863 517046 10.702 
8200 694849 518765 12.444 
8200 697947 522108 12.796 
8200 700574 517962 10.798 
8200 694432 516562 10.755 
8200 698698 516350 12.964 
8200 697368 518734 11.831 
8200 698971 516208 10.74 
8200 688296 513047 10.646 
8200 693243 517719 14.027 
8200 696628 521362 14.424 
8200 677435 503875 10.538 
8200 701816 523460 10.957 
8200 697341 521286 10.897 
8200 707647 521284 10.895 
8200 688640 517496 10.669 
8200 692438 517315 12.355 
8200 696966 518528 10.827 
8200 693286 513896 10.686 
8200 702045 518835 10.775 
8200 688592 516263 10.666 
8200 692710 519373 10.744 
8200 699102 522130 12.185 
8200 699297 514198 10.723 
8200 703791 521263 15.041 
8200 697535 521437 15.298 
8200 699485 519244 10.788 
8200 702135 518940 10.859 
8200 704680 521163 12.657 
8200 697676 523184 14.016 
8200 693526 517041 10.788 
8200 696042 518198 14.411 
8200 700240 519751 10.786 
8200 698772 521643 14.185 
8200 699868 525157 10.886 
8200 699584 520234 10.756 
8200 676350 497079 10.7 
8200 703520 524486 14.152 
8200 690857 515169 10.74 
8200 690270 520365 13.777 
8200 693446 514926 10.74 
8200 697511 515362 12.457 
8200 697275 516679 11.103 
8200 698721 522126 10.791 
8200 698358 521028 10.762 
8200 696624 520207 10.771 
8200 694420 518784 10.747 
8200 700747 521243 10.847 
8200 665870 495997 10.383 
8200 698202 519508 13.981 
8200 696188 519450 11.901 
8200 703122 520165 13.089 
8200 693143 518465 14.532 
8200 693888 515921 10.742 
8300 701415 517301 12.34 
8300 711797 526606 11.022 
8300 709891 525905 10.931 
8300 702365 528529 10.939 
8300 710810 525068 11.045 
8300 703517 527195 11.033 
8300 704830 526212 10.886 
8300 705232 524967 10.989 
8300 708344 525886 10.935 
8300 713462 529129 11.02 
8300 712069 528578 12.486 
8300 705355 531197 10.967 
8300 703550 528903 12.653 
8300 707356 526612 10.916 
8300 716864 531107 11.072 
8300 708895 529703 10.941 
8300 700954 522998 10.851 
8300 712099 526036 13.613 
8300 701683 526946 10.914 
8300 706875 532168 11.002 
8300 708916 530006 10.964 
8300 706424 527738 12.448 
8300 694813 521250 10.85 
8300 707141 524040 10.961 
8300 708312 527219 13.888 
8300 698984 526495 10.902 
8300 705537 524479 10.856 
8300 709687 527170 10.918 
8300 704381 523893 14.239 
8300 709880 529297 12.181 
8300 705554 523565 11.012 
8300 704418 523645 13.951 
8300 713586 526399 14.606 
8300 706156 524682 11.033 
8300 707114 529265 10.979 
8300 712145 530063 11.011 
8300 711928 530486 12.261 
8300 708110 527291 13.8 
8300 699882 525561 18.367 
8300 704230 530100 11.109 
8300 704480 523390 13.379 
8300 711492 533541 11.253 
8300 709208 531435 11.051 
8300 706404 527923 10.938 
8300 697866 522053 12.435 
8300 713456 527970 12.948 
8300 703117 523398 13.434 
8300 716732 530446 15.861 
8300 703464 527626 13.885 
8300 701534 528410 10.997 
8300 713276 528617 12.132 
8300 700929 520957 10.868 
8300 703755 529153 14.354 
8300 709743 527677 10.962 
8300 707927 525081 12.186 
8300 705947 531035 10.982 
8300 717076 533800 11.019 
8300 711231 526916 11.329 
8300 701642 528235 10.931 
8300 708168 528725 11.201 
8300 702601 527536 10.945 
8300 720170 529999 11.016 
8300 704178 525483 11.397 
8300 707533 526979 12.485 
8300 709478 528548 10.929 
8300 708091 530986 12.792 
8300 710701 523825 10.939 
8300 705348 522372 12.847 
8300 703159 521485 13.38 
8300 707857 522088 14.202 
8300 708095 526339 10.952 
8300 713400 527615 13.562 
8300 704931 527406 10.861 
8300 713267 531156 12.234 
8300 703416 520866 10.867 
8300 716182 529612 11.757 
8300 710455 524769 10.971 
8300 698437 523312 10.835 
8300 717590 532408 11.074 
8300 702420 525638 13.08 
8300 694590 524106 10.878 
8300 682252 506936 10.793 
8300 702639 521442 10.895 
8300 699700 524981 14.662 
8300 711067 527035 15.081 
8300 700077 523770 10.818 
8300 700502 523886 13.296 
8300 700691 523583 10.901 
8300 706326 525648 12.828 
8300 709946 530675 10.965 
8300 701652 523339 10.812 
8300 704880 524897 10.94 
8300 708615 528097 10.957 
8300 712787 526592 10.978 
8300 708198 527364 10.976 
8300 706668 525280 17.713 
8300 704430 523298 11.008 
8300 705037 524618 10.908 
8300 698415 521054 13.142 
8300 701457 525648 10.919 
8400 715363 532525 14.113 
8400 717612 540261 14.23 
8400 722168 534607 12.739 
8400 711183 529399 11.02 
8400 711949 531660 11.069 
8400 713677 532824 11.055 
8400 711525 533020 14.169 
8400 724013 536726 13.069 
8400 712577 534002 12.407 
8400 711048 534077 11.083 
8400 722520 536203 11.186 
8400 724266 540262 11.169 
8400 730096 542923 11.255 
8400 717714 538206 13.334 
8400 718085 532685 11.09 
8400 712472 534437 11.085 
8400 716607 532417 11.212 
8400 717312 534221 11.086 
8400 716473 535288 11.235 
8400 712942 533361 13.067 
8400 721113 537315 13.772 
8400 716989 533722 11.108 
8400 717119 532909 14.617 
8400 713351 532773 11.081 
8400 726467 536091 11.219 
8400 722017 534909 11.091 
8400 715034 532067 11.13 
8400 720959 534516 13.506 
8400 717751 529366 11.074 
8400 725887 538351 11.189 
8400 717955 530650 12.461 
8400 715545 529123 12.586 
8400 722328 538464 11.154 
8400 722903 531871 11.146 
8400 723885 534174 13.862 
8400 713712 532146 14.58 
8400 682396 505925 12.648 
8400 715918 537195 11.146 
8400 713803 530351 10.994 
8400 731186 542341 13.52 
8400 722827 535777 11.251 
8400 712871 534481 11.068 
8400 708788 528020 11.057 
8400 718292 532416 12.842 
8400 707368 529540 11.034 
8400 715610 532280 11.14 
8400 717747 536407 15.899 
8400 713944 531121 11.073 
8400 715087 535229 11.246 
8400 721124 538212 11.123 
8400 722258 536030 11.15 
8400 720433 537153 11.139 
8400 720649 538334 12.724 
8400 715034 534172 11.265 
8400 718357 531888 11.089 
8400 718713 530208 14.044 
8400 710690 530304 11.008 
8400 716373 533032 15.829 
8400 705202 527330 11.007 
8400 711781 534658 11.064 
8400 691147 511521 12.032 
8400 714236 537782 14.252 
8400 717644 534422 13.124 
8400 723649 533229 11.167 
8400 715764 532178 13.146 
8400 701908 526661 10.921 
8400 713489 532673 14.735 
8400 723055 531992 11.088 
8400 697196 523617 10.954 
8400 720615 537883 11.13 
8400 711553 530564 11.063 
8400 714714 536847 14.185 
8400 719248 539053 11.164 
8400 722262 534405 11.122 
8400 710550 531008 11.037 
8400 714850 533174 13.175 
8400 721074 537081 13.88 
8400 720835 539149 11.153 
8400 719762 536161 14.37 
8400 729517 538833 11.153 
8400 708942 532688 12.53 
8400 719554 534927 11.114 
8400 712801 532850 11.044 
8400 714982 535667 12.445 
8400 715025 535415 14.289 
8400 718412 536149 11.128 
8400 720071 536092 11.141 
8400 722623 536676 11.115 
8400 717576 531811 11.083 
8400 713583 533001 11.02 
8400 712038 532558 11.886 
8400 711349 534398 11.022 
8400 705254 524554 13.393 
8400 706872 528303 12.839 
8400 705124 521891 10.974 
8400 713658 532098 12.257 
8400 713309 535125 12.794 
8400 716287 537996 11.184 
8400 727787 537187 13.147 
8400 709211 531756 13.471 
8500 731561 539904 12.97 
8500 725689 541486 12.924 
8500 724468 540532 12.811 
8500 728075 543870 11.244 
8500 729615 541242 12.729 
8500 734784 540851 15.928 
8500 724743 540408 12.9 
8500 723478 539607 11.851 
8500 729789 542123 15.211 
8500 725324 545896 11.344 
8500 727710 543281 11.242 
8500 719555 536056 11.197 
8500 733747 544202 11.287 
8500 730498 537686 11.192 
8500 723589 538268 12.927 
8500 724209 543413 11.183 
8500 734339 540131 11.254 
8500 725793 541891 14.136 
8500 718555 540606 14.744 
8500 721824 536457 14.187 
8500 728438 543778 14.395 
8500 730570 543754 11.281 
8500 725144 542543 13.525 
8500 710415 527421 12.155 
8500 726983 538827 14.904 
8500 721931 533689 11.111 
8500 721657 543462 13.251 
8500 723412 540968 11.194 
8500 731437 542337 13.607 
8500 733622 546943 11.261 
8500 728237 543674 12.979 
8500 711134 530663 11.112 
8500 727969 539202 13.279 
8500 727020 543684 11.298 
8500 713020 526144 11.029 
8500 726009 540502 11.236 
8500 723639 539385 15.306 
8500 719782 536459 16.893 
8500 728405 539014 11.284 
8500 729599 544978 11.312 
8500 734021 541737 11.319 
8500 723275 539026 11.202 
8500 715406 532164 11.115 
8500 728230 544468 11.312 
8500 723947 541383 11.229 
8500 725220 541233 11.187 
8500 722743 540584 11.232 
8500 727032 540367 13.59 
8500 717638 538643 14.003 
8500 728132 541570 11.213 
8500 734641 544533 11.265 
8500 729982 539690 11.247 
8500 721657 537978 11.229 
8500 723523 541781 13.69 
8500 729010 540239 11.281 
8500 726697 545814 11.23 
8500 722731 538735 15.455 
8500 721061 539490 11.239 
8500 728297 541269 11.247 
8500 733458 542577 11.286 
8500 726695 544392 11.217 
8500 729466 541830 11.267 
8500 719483 536981 11.139 
8500 727540 543761 11.322 
8500 726384 544498 11.284 
8500 729119 549178 11.402 
8500 718989 538543 11.249 
8500 723340 545592 11.225 
8500 719421 534850 11.148 
8500 735111 545623 13.544 
8500 729003 542125 11.213 
8500 727463 540839 11.217 
8500 731070 540558 13.781 
8500 723173 539756 11.241 
8500 724720 534210 11.215 
8500 720840 538430 11.21 
8500 718973 534392 11.146 
8500 718471 537797 11.197 
8500 715488 539168 11.146 
8500 733059 542408 11.266 
8500 724385 542492 14.537 
8500 731368 540082 11.35 
8500 734399 547320 11.325 
8500 712386 532043 13.979 
8500 725732 544451 12.968 
8500 721473 541036 11.197 
8500 726283 545508 13.476 
8500 714200 538052 14.658 
8500 723913 537507 11.152 
8500 716477 535381 11.058 
8500 728863 541783 11.179 
8500 722098 536010 11.244 
8500 726922 538947 11.174 
8500 722843 540387 11.184 
8500 723625 535732 11.196 
8500 719473 540435 12.659 
8500 723730 540837 11.262 
8500 729407 542484 11.269 
8500 722853 539603 12.433 
8500 724274 540459 14.943 
8600 742925 552854 13.293 
8600 740478 552093 16.488 
8600 744542 553584 11.546 
8600 737635 548071 13.451 
8600 745252 554464 11.484 
8600 725474 546420 11.237 
8600 729376 542855 11.288 
8600 733995 549492 11.401 
8600 742452 548837 11.398 
8600 735858 550970 11.402 
8600 731257 549634 11.346 
8600 739818 552824 11.394 
8600 731812 547340 12.486 
8600 733052 549248 11.36 
8600 738532 552836 12.813 
8600 742416 543970 11.347 
8600 734937 547450 11.339 
8600 738448 549484 11.402 
8600 741711 549881 13.757 
8600 731013 546409 11.377 
8600 725490 541772 13.692 
8600 741850 551469 11.444 
8600 736363 551641 11.427 
8600 737730 549598 11.391 
8600 734335 550948 11.374 
8600 736036 544664 11.305 
8600 746474 551818 11.472 
8600 741346 553320 12.313 
8600 734148 549889 11.397 
8600 736356 553410 11.427 
8600 743502 548519 11.434 
8600 742304 546017 14.601 
8600 740357 554088 13.977 
8600 740826 551870 11.417 
8600 740123 550524 11.422 
8600 741537 551729 11.419 
8600 737501 551596 11.465 
8600 739818 550587 11.429 
8600 746826 550447 11.516 
8600 699263 524196 10.949 
8600 735045 548255 11.37 
8600 742232 547675 11.458 
8600 730873 545639 16.445 
8600 734278 547447 16.015 
8600 743069 554254 11.474 
8600 736961 554629 12.885 
8600 742610 553733 11.444 
8600 724324 541120 11.788 
8600 731420 543851 11.28 
8600 721367 537540 11.234 
8600 734519 546218 11.372 
8600 737515 550380 13.158 
8600 743804 551276 14.103 
8600 735227 545860 11.348 
8600 736710 551339 11.402 
8600 737192 548657 11.475 
8600 734828 550389 11.351 
8600 735373 543405 11.335 
8600 733391 548628 11.923 
8600 734879 547068 11.32 
8600 735171 545878 11.354 
8600 739317 548279 11.491 
8600 742172 549872 11.399 
8600 735300 545739 13.501 
8600 731172 545631 11.506 
8600 736745 549434 11.341 
8600 733794 545745 13.419 
8600 740882 550022 11.373 
8600 733807 548094 11.318 
8600 742024 551066 11.443 
8600 731817 548940 14.16 
8600 731009 549439 11.339 
8600 738498 549204 12.31 
8600 737401 553047 13.33 
8600 731857 548294 13.281 
8600 735583 550891 11.347 
8600 734878 544532 11.339 
8600 734892 545504 15.197 
8600 740935 549846 14.25 
8600 740287 548216 11.445 
8600 733053 549720 14.004 
8600 745126 550210 13.991 
8600 738180 548310 11.633 
8600 740704 548929 11.468 
8600 742631 552452 11.56 
8600 738164 551942 11.307 
8600 736237 549822 11.489 
8600 732660 548149 11.393 
8600 734192 546596 16.047 
8600 736873 545481 12.512 
8600 738276 547295 11.319 
8600 726739 543662 11.272 
8600 728570 547185 11.543 
8600 737965 551831 11.623 
8600 740526 551859 11.437 
8600 735435 548231 11.382 
8600 740767 551829 14.407 
8600 749790 551519 11.509 
8600 731298 546932 13.761 
8600 728560 547360 15.498 
8700 749984 560355 16.599 
8700 743187 558595 14.392 
8700 743611 555224 13.6 
8700 755525 563641 14.766 
8700 745460 561677 11.605 
8700 747647 555174 11.54 
8700 743869 556494 12.908 
8700 750159 561923 11.628 
8700 744872 553395 11.567 
8700 744731 551272 12.02 
8700 752730 562080 14.995 
8700 732228 544474 13.765 
8700 739216 549503 17.877 
8700 738496 551902 11.397 
8700 747903 559714 11.612 
8700 739978 556843 11.58 
8700 743801 556212 11.635 
8700 746365 554796 11.637 
8700 747741 560387 11.595 
8700 747306 554536 11.559 
8700 753531 555589 11.559 
8700 745662 558287 11.575 
8700 750698 559881 14.739 
8700 753601 561959 13.939 
8700 750179 557205 13.713 
8700 742992 552835 11.513 
8700 738961 553544 11.483 
8700 743786 553765 11.586 
8700 751300 557623 14.673 
8700 751068 559452 14.073 
8700 739236 558724 11.502 
8700 732763 552935 11.396 
8700 755209 561504 14.079 
8700 738065 557273 11.534 
8700 743305 552627 12.95 
8700 741168 552028 14.93 
8700 748094 558165 15.1 
8700 751628 560641 11.627 
8700 750023 556593 11.531 
8700 753688 562024 12.486 
8700 750601 553057 11.626 
8700 753520 555739 14.891 
8700 746484 559483 11.555 
8700 737601 553980 13.423 
8700 747767 555942 11.543 
8700 742436 557967 11.576 
8700 742818 553780 11.461 
8700 754197 558228 11.567 
8700 756072 557689 14.817 
8700 745356 560359 11.571 
8700 745260 557534 11.587 
8700 741240 553927 11.524 
8700 752179 556366 11.549 
8700 750635 559036 11.495 
8700 740279 554158 11.449 
8700 745521 556887 11.531 
8700 747948 556208 11.555 
8700 743695 555453 14.69 
8700 745378 557627 11.564 
8700 745013 552709 11.62 
8700 740399 558411 13.567 
8700 750137 556350 13.626 
8700 749343 554246 11.537 
8700 748894 557529 16.812 
8700 745216 559850 12.766 
8700 748147 559295 11.646 
8700 755174 560918 11.616 
8700 748962 560978 14.532 
8700 745604 554865 14.872 
8700 757261 561078 11.613 
8700 758005 561967 13.468 
8700 741449 550722 14.404 
8700 749561 557546 13.699 
8700 744726 555007 11.64 
8700 733292 548192 13.187 
8700 743225 551342 13.813 
8700 753259 558267 12.541 
8700 753752 555601 11.692 
8700 746196 552469 12.335 
8700 748533 556436 14.347 
8700 742903 554480 12.995 
8700 752491 558431 13.187 
8700 742336 555017 13.765 
8700 745520 559361 11.542 
8700 741877 556003 11.53 
8700 745941 558853 14.716 
8700 747375 556745 11.5 
8700 753923 558426 11.651 
8700 737312 555856 11.471 
8700 749908 561151 11.732 
8700 744659 556137 11.599 
8700 752464 558434 11.572 
8700 742295 547994 11.445 
8700 747919 559142 14.056 
8700 756572 560128 14.062 
8700 736499 552916 11.44 
8700 738680 552924 14.444 
8700 743127 552427 12.92 
8700 741769 557114 11.483 
8700 744156 551822 11.44 
8800 755153 561140 15.001 
8800 755924 567462 12.694 
8800 754521 560985 11.656 
8800 756517 565471 11.74 
8800 753270 562851 11.768 
8800 756460 567955 11.696 
8800 759240 567263 11.768 
8800 754239 564162 11.69 
8800 755904 564100 11.641 
8800 759166 567643 11.8 
8800 758811 563134 11.724 
8800 758585 561978 11.671 
8800 763619 565354 11.714 
8800 752722 563308 11.66 
8800 756079 565411 11.697 
8800 766635 570853 13.123 
8800 751734 562880 13.691 
8800 758114 567414 11.739 
8800 763816 568980 11.857 
8800 763319 568929 11.835 
8800 751895 565075 13.842 
8800 747842 560274 14.616 
8800 744590 561655 11.623 
8800 759782 564422 11.676 
8800 759186 566708 14.571 
8800 766960 565948 14.074 
8800 751707 563413 11.653 
8800 753972 564503 11.699 
8800 751740 561609 12.521 
8800 755650 562920 11.661 
8800 755682 559581 11.65 
8800 752102 564468 11.738 
8800 756831 563914 13.098 
8800 754011 565066 11.686 
8800 754652 565601 11.714 
8800 750220 560786 11.632 
8800 757355 562498 11.692 
8800 752294 561968 11.659 
8800 752448 561789 13.523 
8800 768445 568261 11.8 
8800 754695 563617 14.567 
8800 759596 567660 11.851 
8800 756111 562308 11.677 
8800 754598 564138 11.673 
8800 759106 564928 11.807 
8800 757671 560990 11.68 
8800 753262 565695 11.698 
8800 752291 561306 11.691 
8800 766604 562763 14.05 
8800 760687 567532 11.706 
8800 751974 567451 13.611 
8800 755879 564435 12.171 
8800 752982 564493 11.686 
8800 760356 564792 11.761 
8800 759862 567080 11.948 
8800 751438 564933 14.644 
8800 757292 562186 13.119 
8800 752983 563623 11.865 
8800 754953 565505 11.7 
8800 751164 553317 12.514 
8800 759848 563589 12.014 
8800 753695 561360 11.614 
8800 752952 564122 14.375 
8800 742687 556199 13.607 
8800 754426 561227 12.803 
8800 751013 565495 12.994 
8800 757828 566180 11.793 
8800 762096 561555 15.032 
8800 745637 560454 13.579 
8800 762895 564206 14.932 
8800 759269 566738 11.806 
8800 749929 563402 11.66 
8800 753230 555251 13.968 
8800 760024 566698 11.778 
8800 764340 564670 13.191 
8800 761724 567688 11.77 
8800 755220 563333 12.885 
8800 759142 568122 11.756 
8800 755446 562251 15.428 
8800 764915 570567 14.312 
8800 728776 538979 11.378 
8800 758425 564368 11.721 
8800 761346 566801 12.969 
8800 764988 571464 11.849 
8800 730071 542641 14.208 
8800 753722 562031 11.714 
8800 755805 566304 11.781 
8800 754915 562757 11.684 
8800 751573 561336 14.624 
8800 755187 563447 16.891 
8800 749031 559623 11.664 
8800 753192 562438 15.982 
8800 749406 564773 14.923 
8800 752450 565986 15.073 
8800 762245 567012 11.901 
8800 733697 539686 13.744 
8800 756400 562953 13.536 
8800 755541 565232 14.773 
8800 760505 570567 11.789 
8800 750639 560371 15.061 
8900 769745 572705 13.748 
8900 767522 566947 11.802 
8900 760531 567500 12.801 
8900 772071 575880 15.051 
8900 770247 575743 11.871 
8900 768520 573252 13.396 
8900 777894 574789 14.564 
8900 763916 569300 11.843 
8900 762313 568616 11.804 
8900 770728 573682 11.833 
8900 767374 569162 11.824 
8900 767641 566786 11.776 
8900 774538 575805 14.394 
8900 764877 571225 13.796 
8900 761305 568560 15.912 
8900 757238 572796 13.365 
8900 763572 567871 13.533 
8900 766498 570964 12.74 
8900 769406 570291 15.879 
8900 761767 571349 11.827 
8900 765763 570268 11.86 
8900 760550 571527 11.803 
8900 759280 569613 11.74 
8900 761040 570240 11.812 
8900 773212 569730 11.877 
8900 765717 571579 11.831 
8900 775630 575167 11.908 
8900 771182 580138 13.923 
8900 770919 573272 11.853 
8900 767692 571738 11.918 
8900 761603 570674 11.872 
8900 772925 573171 11.849 
8900 767054 575885 11.802 
8900 766211 568567 11.845 
8900 765766 570572 11.905 
8900 765293 571849 14.408 
8900 765398 571426 11.837 
8900 757957 567811 11.896 
8900 763524 573450 11.832 
8900 759183 569158 11.732 
8900 760603 570222 11.771 
8900 762957 570591 11.865 
8900 770356 571677 11.829 
8900 762169 572736 11.834 
8900 768392 570707 11.918 
8900 771585 571472 14.774 
8900 768000 574269 11.87 
8900 765205 568328 12.928 
8900 766789 573969 13.855 
8900 771445 574910 11.872 
8900 770621 578008 11.931 
8900 759272 568188 11.782 
8900 769098 574670 11.892 
8900 771270 570473 11.928 
8900 766988 567289 11.845 
8900 767794 570650 14.089 
8900 772606 572707 11.92 
8900 768458 572599 11.918 
8900 781505 574877 13.713 
8900 763872 571592 11.854 
8900 747868 558651 14.973 
8900 760605 564890 12.744 
8900 762062 571116 13.647 
8900 774007 578734 13.51 
8900 770630 573578 13.932 
8900 766529 571728 11.886 
8900 770925 574772 11.901 
8900 759781 572808 15.236 
8900 760230 569572 11.916 
8900 763959 568134 11.745 
8900 773791 576806 11.921 
8900 767466 571286 11.872 
8900 771632 575073 11.931 
8900 752350 560035 14.876 
8900 768951 568261 11.815 
8900 761012 572910 14.764 
8900 765650 569771 12.732 
8900 764296 568424 11.802 
8900 760077 572012 13.422 
8900 750563 559414 14.354 
8900 762618 571537 14.364 
8900 763303 568421 13.501 
8900 766794 569022 11.934 
8900 762659 569843 11.808 
8900 759934 571452 15.533 
8900 773880 572329 11.903 
8900 770807 569484 17.426 
8900 751096 564402 15.477 
8900 765347 569084 11.759 
8900 763667 569975 15.29 
8900 774155 578771 14.316 
8900 780694 571171 11.931 
8900 757180 564756 13.431 
8900 766275 573949 13.58 
8900 770010 571160 11.938 
8900 772104 577211 11.94 
8900 770929 569030 11.788 
8900 763006 567530 11.76 
8900 768813 567406 11.864 
8900 753530 565720 11.723 
9000 781652 577758 13.485 
9000 771722 578114 13.96 
9000 765906 571538 11.857 
9000 778447 584050 15.397 
9000 783324 581312 12.11 
9000 779728 582933 12.014 
9000 766569 576704 11.963 
9000 782161 579683 12.018 
9000 781960 578791 12.951 
9000 778924 583435 17.922 
9000 772894 578571 12.029 
9000 764830 571192 11.868 
9000 779454 583529 12.096 
9000 768036 575700 14.529 
9000 770796 577016 11.988 
9000 774035 578661 11.907 
9000 775453 572776 11.961 
9000 757352 555069 11.709 
9000 777885 582483 12.033 
9000 787202 582242 12.114 
9000 785612 579275 15.35 
9000 775893 574720 12.009 
9000 779259 581789 14.439 
9000 765449 569436 11.886 
9000 779356 578399 12.078 
9000 775832 579016 16.63 
9000 778484 575963 15.772 
9000 779121 583198 12.058 
9000 782700 574623 11.997 
9000 774536 581856 12.027 
9000 777583 579361 11.994 
9000 775286 574993 11.998 
9000 777326 573676 18.681 
9000 764275 572272 11.888 
9000 776843 578192 11.991 
9000 776475 580912 12.063 
9000 782494 580955 12.036 
9000 757439 560659 11.713 
9000 773799 580307 13.557 
9000 779243 576651 11.988 
9000 772223 576533 11.964 
9000 778167 580660 12.079 
9000 779417 582359 15.143 
9000 770775 576257 11.976 
9000 776474 579273 12.016 
9000 777744 577595 11.997 
9000 770289 573068 11.944 
9000 765399 576418 11.945 
9000 772892 576298 12.039 
9000 773129 572937 11.956 
9000 776436 578588 12.053 
9000 789105 582707 15.579 
9000 777892 578560 11.989 
9000 775066 584197 12.067 
9000 785730 582971 14.587 
9000 782676 578427 12.007 
9000 768963 577527 15.564 
9000 778025 580504 12.068 
9000 777384 578887 12.062 
9000 785199 582255 12.08 
9000 774320 577565 11.944 
9000 777055 577554 13.717 
9000 774015 575516 11.978 
9000 774423 579648 12.059 
9000 782347 579754 15.292 
