n porównania przestawienia czas
1100 66444 48737 2.44 
1100 65993 48593 2.24 
1100 67061 48425 2.186 
1100 67040 48639 1.726 
1100 66763 48581 1.596 
1100 66046 46985 1.663 
1100 66248 48313 1.689 
1100 67514 48360 1.643 
1100 65838 47720 1.539 
1100 65791 47256 1.62 
1100 66499 48001 1.098 
1100 67348 48532 1.143 
1100 65147 47423 2.288 
1100 68609 49124 2.198 
1100 64289 46777 1.468 
1100 67431 48702 1.129 
1100 65624 46952 1.541 
1100 66634 48200 2.081 
1100 66721 47923 2.117 
1100 65914 47741 1.919 
1100 66404 48315 1.677 
1100 66540 47996 1.588 
1100 67821 48949 1.57 
1100 65978 47507 1.549 
1100 67585 48763 2.103 
1100 65822 47729 2.385 
1100 66016 47369 1.606 
1100 67960 48464 1.563 
1100 67344 48895 2.073 
1100 67601 49161 2.105 
1100 67316 48446 2.363 
1100 65824 46873 2.319 
1100 67235 48508 2.294 
1100 66376 48171 1.601 
1100 68361 48497 2.408 
1100 67245 49059 1.608 
1100 66071 48068 1.325 
1100 67071 48304 2.093 
1100 66329 47997 2.117 
1100 66453 48562 1.585 
1200 73449 52995 1.284 
1200 74013 54017 1.954 
1200 72814 52851 1.283 
1200 76644 55248 1.312 
1200 76646 54678 1.342 
1200 75875 54362 1.794 
1200 72618 52615 1.88 
1200 75310 54809 1.786 
1200 75631 54718 1.788 
1200 75313 54318 1.927 
1200 74316 53060 1.749 
1200 74914 53796 1.784 
1200 74018 53237 2.329 
1200 72696 52826 1.735 
1200 72917 52836 1.762 
1200 72644 51654 1.198 
1200 73149 52402 2.486 
1200 74318 53872 1.234 
1200 74528 54085 1.646 
1200 74886 53992 1.269 
1200 75771 54650 1.877 
1200 73213 53107 1.746 
1200 74980 53929 1.754 
1200 74073 53384 1.731 
1200 74520 53084 2.275 
1200 73700 53351 2.388 
1200 73308 53321 2.238 
1200 75005 54452 2.251 
1200 74012 53679 1.754 
1200 74776 53687 1.9 
1200 74240 54107 1.458 
1200 74518 53342 2.247 
1200 74291 53350 1.4 
1200 73572 53812 1.902 
1200 74725 53736 1.743 
1200 73304 52705 2.573 
1200 74050 53540 2.123 
1200 73023 52934 1.833 
1200 75098 53938 2.198 
1200 75052 54215 1.786 
1200 75227 54144 1.882 
1200 75540 54424 1.819 
1200 74455 53577 2.556 
1200 74767 53727 1.791 
1200 73871 53621 1.711 
1200 74603 54185 1.752 
1200 75234 54579 2.279 
1200 71603 51759 2.138 
1200 73748 53182 1.864 
1200 73760 52807 1.255 
1200 72987 53541 2.621 
1200 72619 52420 2.454 
1200 75096 53721 2.206 
1200 73242 53119 2.495 
1200 74067 54197 2.486 
1200 71970 51648 2.494 
1200 74422 53955 2.392 
1200 75219 54288 1.775 
1200 75815 54401 1.775 
1200 73664 52858 1.727 
1200 73909 53281 2.453 
1200 74665 53564 2.437 
1200 74115 53482 2.247 
1200 73100 53152 2.21 
1200 74638 53701 2.508 
1200 74235 53596 1.233 
1200 73439 53549 2.373 
1200 74069 53511 1.864 
1200 75318 54274 1.755 
1200 72437 51884 1.838 
1200 74774 54414 1.79 
1200 73472 52168 2.19 
1200 73136 52217 1.713 
1200 74376 53627 2.637 
1200 75016 54754 2.453 
1200 74031 53526 1.236 
1200 75406 54223 1.278 
1200 73440 53136 2.065 
1200 75800 54538 1.774 
1200 73783 52511 2.411 
1200 74815 54326 1.232 
1200 74517 53640 1.918 
1200 73789 52971 2.578 
1200 76452 54784 2.374 
1200 74657 53894 1.788 
1200 69895 50959 2.103 
1200 74552 53590 1.87 
1200 75052 54542 2.408 
1200 71898 52427 2.198 
1200 74218 53740 1.741 
1200 73360 53001 2.401 
1200 75389 53747 2.281 
1200 73675 53366 2.301 
1200 74267 54200 2.347 
1200 74780 54050 2.175 
1200 74333 54152 1.744 
1200 74384 53483 1.762 
1200 75028 54084 1.858 
1200 73476 52662 1.725 
1200 74670 53141 2.583 
1300 81283 59338 3.111 
1300 81870 59616 1.506 
1300 82848 60008 1.42 
1300 82207 58982 2.816 
1300 81660 59630 1.356 
1300 79851 58203 2.004 
1300 81818 59700 2.722 
1300 82107 58162 2.824 
1300 81853 58936 2.665 
1300 79905 57597 2.458 
1300 79904 57696 2.025 
1300 81640 59076 2.437 
1300 81460 59141 2.849 
1300 81060 58536 2.55 
1300 82121 58566 2.68 
1300 82128 59791 2.075 
1300 81804 59072 3.2 
1300 81489 59344 1.924 
1300 82164 59364 2.92 
1300 78653 56373 2.022 
1300 79693 57684 2.592 
1300 79671 57670 2.585 
1300 78139 56433 2.357 
1300 81243 58516 2.854 
1300 82059 59589 1.922 
1300 83644 60366 2.458 
1300 78493 56426 1.964 
1300 80617 58089 2.552 
1300 79968 58045 2.555 
1300 82769 59973 2.384 
1300 80740 57751 2.458 
1300 81036 59142 1.926 
1300 81797 59541 1.933 
1300 81144 58951 2.705 
1300 81194 59337 2.697 
1300 81294 58699 2.462 
1300 80664 58459 2.383 
1300 80183 58575 1.901 
1300 79752 57577 1.889 
1300 82060 58998 2.118 
1300 81442 59168 2.464 
1300 80974 58653 1.893 
1300 81677 58933 1.665 
1300 81149 57789 1.908 
1300 82609 58953 2.045 
1300 82038 59651 2.901 
1300 81231 58748 1.92 
1300 80653 59120 2.312 
1300 81044 58733 2.01 
1300 80638 58668 1.908 
1300 80694 58589 2.045 
1300 81699 59077 2.29 
1300 82399 60045 1.981 
1300 82512 59594 2.075 
1300 80497 57628 1.872 
1300 82178 59377 2.901 
1300 80806 59167 2.706 
1300 81273 58861 2.39 
1300 79957 57642 2.572 
1300 81231 58927 2.865 
1300 81566 58989 1.95 
1300 80397 58520 2.517 
1300 81452 58941 2.7 
1300 80338 57426 2.577 
1300 81110 59279 2.731 
1300 80765 58529 1.345 
1300 83652 60012 2.721 
1300 77852 56036 2.734 
1300 81668 59507 2.846 
1300 83916 60039 2.396 
1300 79364 57679 2.716 
1300 80926 58282 2.443 
1300 82295 59224 2.019 
1300 82273 59231 1.366 
1300 81240 59267 2.007 
1300 81280 58876 2.811 
1300 80885 59059 2.766 
1300 81394 58886 1.376 
1300 79210 57495 1.985 
1300 82392 59652 1.965 
1300 81240 58868 1.904 
1300 80794 58573 1.888 
1300 81750 59595 2.91 
1300 82743 59411 2.492 
1300 81898 58894 1.913 
1300 80647 58581 2.011 
1300 81962 59064 2.4 
1300 81617 59011 2.806 
1300 81879 58921 1.691 
1300 81144 58744 1.905 
1300 81651 59163 1.92 
1300 81107 58957 1.923 
1300 80900 58882 2.871 
1300 80104 58451 1.366 
1300 81300 58983 2.051 
1300 81392 58421 2.685 
1300 83556 59511 2.406 
1300 79551 57754 1.887 
1300 83882 60083 2.823 
1300 81904 59634 2.072 
1400 89132 64395 2.55 
1400 91496 65538 1.55 
1400 89660 64735 2.811 
1400 86443 62310 2.157 
1400 84735 61334 1.448 
1400 87840 63831 2.089 
1400 90262 65146 1.481 
1400 88760 64020 2.071 
1400 88697 64056 2.714 
1400 90514 65600 1.52 
1400 90004 65532 2.892 
1400 88759 64786 3.176 
1400 90300 65990 2.278 
1400 90106 65190 2.264 
1400 84979 60924 2.157 
1400 90849 66140 2.514 
1400 90458 65089 2.122 
1400 90525 65763 3.169 
1400 89554 64499 2.111 
1400 90364 64883 2.082 
1400 89821 64810 3.093 
1400 92561 66537 2.695 
1400 90569 65864 2.715 
1400 89837 64878 2.702 
1400 88129 63824 2.163 
1400 89311 64936 2.095 
1400 88813 64643 2.94 
1400 90042 64799 2.617 
1400 88766 64981 2.94 
1400 90224 66465 2.304 
1400 88762 64327 2.064 
1400 89570 65418 2.964 
1400 88686 64262 2.693 
1400 88972 64191 2.202 
1400 87452 63369 2.626 
1400 85340 62079 2.047 
1400 89437 65178 2.95 
1400 88913 64867 2.085 
1400 87567 63203 2.043 
1400 91249 65541 2.92 
1400 89262 65420 2.12 
1400 89180 64337 2.28 
1400 89554 65534 2.975 
1400 90128 65260 2.113 
1400 88317 63543 2.243 
1400 88615 64228 2.103 
1400 89533 64770 2.877 
1400 90186 64487 2.76 
1400 91199 66003 3.021 
1400 92037 66183 2.167 
1400 88301 63850 2.098 
1400 90348 64674 2.829 
1400 90522 64765 3.105 
1400 89220 64657 3.168 
1400 89230 64727 1.507 
1400 88617 64156 2.239 
1400 90391 65009 2.134 
1400 85911 62212 1.567 
1400 83592 60548 2.14 
1400 91541 65476 2.234 
1400 88472 64428 2.088 
1400 89636 64590 2.109 
1400 88379 64347 2.206 
1400 84986 60945 2.028 
1400 90280 65152 2.9 
1400 90353 64937 2.79 
1400 90842 65826 2.262 
1400 89798 64770 2.936 
1400 91061 65238 3.009 
1400 90710 65229 2.227 
1400 88467 64576 2.193 
1400 89063 64673 2.228 
1400 90992 65969 1.489 
1400 89831 65581 1.525 
1400 88944 65070 2.869 
1400 90761 65390 1.906 
1400 89938 64580 2.272 
1400 89153 64787 2.244 
1400 90134 64895 2.132 
1400 89628 64714 2.122 
1400 89329 64982 2.892 
1400 90717 65376 2.234 
1400 88770 64955 2.104 
1400 91518 66400 2.794 
1400 91010 65065 2.121 
1400 88056 63566 2.08 
1400 89474 65404 2.693 
1400 91267 65107 2.152 
1400 89809 64564 2.861 
1400 90652 64460 2.7 
1400 89380 64722 1.467 
1400 90699 64965 2.238 
1400 89364 64031 2.832 
1400 91285 65494 2.815 
1400 89588 64854 2.643 
1400 89133 63685 2.382 
1400 86883 61482 1.455 
1400 88049 64095 3.072 
1400 88986 64986 3.077 
1400 90941 65390 2.138 
1500 98363 71674 3.129 
1500 95862 68442 1.759 
1500 98887 71816 1.769 
1500 96158 68883 2.234 
1500 96841 69352 2.254 
1500 96523 70390 2.285 
1500 96659 70502 2.921 
1500 98679 71393 3.12 
1500 99482 70999 3.19 
1500 100333 72598 2.992 
1500 98680 70868 2.916 
1500 96282 69481 2.829 
1500 99026 71101 3.124 
1500 98269 71319 3.465 
1500 98563 71367 2.898 
1500 96998 70710 1.939 
1500 98013 71034 2.296 
1500 97354 69542 3.156 
1500 99263 71476 2.93 
1500 99255 71439 2.313 
1500 97925 71426 2.322 
1500 96856 70623 1.618 
1500 100504 71774 2.32 
1500 97179 70063 2.695 
1500 100011 72133 1.668 
1500 97838 70078 1.635 
1500 99048 71113 2.441 
1500 98107 70782 2.28 
1500 98901 71287 2.319 
1500 98015 70697 2.417 
1500 96422 69796 2.38 
1500 96237 70166 3.141 
1500 99195 72101 2.927 
1500 96397 70559 2.88 
1500 98405 70882 3.237 
1500 96942 71126 1.65 
1500 96699 70588 2.444 
1500 98543 71518 2.251 
1500 98135 71125 2.328 
1500 97506 71302 3.324 
1500 99509 71658 2.468 
1500 97321 70800 2.649 
1500 98010 70684 2.943 
1500 96187 69116 3.139 
1500 97700 71205 2.964 
1500 94282 67820 2.757 
1500 95499 69230 2.795 
1500 99370 71427 2.479 
1500 97810 71539 2.928 
1500 97992 70933 3.333 
1500 99357 71150 2.852 
1500 97473 70647 2.801 
1500 95875 69611 2.406 
1500 96737 70759 2.288 
1500 97784 70956 2.3 
1500 97755 70016 2.285 
1500 98323 70056 2.842 
1500 94986 69151 2.082 
1500 96030 68796 3.296 
1500 98084 71273 3.225 
1500 99156 71840 3.293 
1500 99658 71743 3.27 
1500 97571 70963 2.439 
1500 97898 71220 2.31 
1500 97110 70456 3.157 
1500 98786 72408 3.214 
1500 93992 68218 2.823 
1500 101280 72549 1.674 
1500 98477 70091 1.62 
1500 99003 71751 2.319 
1500 99515 71829 2.889 
1500 96245 70333 2.406 
1500 98285 71551 2.436 
1500 99121 71125 3.257 
1500 96890 71139 3.109 
1500 97445 70709 1.596 
1500 97351 70635 2.261 
1500 99179 72739 3.121 
1500 99267 71509 2.934 
1500 99492 71854 3.113 
1500 98247 71120 2.421 
1500 99068 71711 2.344 
1500 98555 71657 2.428 
1500 98751 70676 2.283 
1500 98727 71514 2.945 
1500 97675 71024 3.118 
1500 98414 70723 2.887 
1500 95780 70487 3.198 
1500 97709 71229 2.886 
1500 100733 72343 2.905 
1500 96120 69274 2.722 
1500 96761 69946 1.592 
1500 97565 70819 3.064 
1500 97605 71310 3.08 
1500 96292 70346 3.445 
1500 98254 71550 2.992 
1500 98513 71583 3.426 
1500 94441 67531 3.129 
1500 97130 69280 3.168 
1500 97085 70461 1.598 
1600 107277 77412 2.12 
1600 103680 75519 1.786 
1600 103119 75192 1.762 
1600 106520 76909 2.645 
1600 104671 75971 3.393 
1600 103638 74480 3.072 
1600 106184 76846 3.312 
1600 103128 75482 2.891 
1600 105677 76607 3.076 
1600 100254 71697 2.537 
1600 103696 75688 3.336 
1600 100455 72358 2.992 
1600 103255 75261 2.863 
1600 105601 77537 2.629 
1600 103308 74596 3.285 
1600 101334 73405 3.118 
1600 105013 76176 3.001 
1600 105268 76415 3.058 
1600 103814 74582 3.124 
1600 105807 76759 2.976 
1600 106268 76975 3.139 
1600 105338 76121 3.127 
1600 104778 76179 3.385 
1600 105323 76781 2.462 
1600 105505 76534 3.316 
1600 103756 75823 3.657 
1600 104474 75446 3.459 
1600 103529 74351 2.743 
1600 106817 77175 2.527 
1600 104379 75828 2.559 
1600 105761 76662 2.43 
1600 107524 76477 3.475 
1600 103367 75457 3.255 
1600 106695 77817 2.633 
1600 103546 74905 2.574 
1600 104833 75446 2.447 
1600 104452 75461 2.465 
1600 106392 76851 3.148 
1600 105680 76171 3.34 
1600 105049 75848 3.127 
1600 103843 75497 3.029 
1600 105307 76266 3.091 
1600 105181 77203 3.11 
1600 104963 76081 2.6 
1600 105762 76342 3.354 
1600 100870 73455 2.989 
1600 107650 76879 3.28 
1600 105870 76011 2.946 
1600 103368 74928 3.431 
1600 103934 76139 3.087 
1600 107213 77224 3.44 
1600 98505 70557 2.911 
1600 105534 76166 2.706 
1600 105070 75996 2.573 
1600 106146 76765 2.917 
1600 104778 76779 3.047 
1600 105523 76574 2.79 
1600 104896 76589 2.859 
1600 106381 76653 2.515 
1600 105141 76911 3.113 
1600 105925 77577 3.335 
1600 104908 75754 2.882 
1600 105578 76820 3.036 
1600 107482 77260 2.932 
1600 105358 76513 2.857 
1600 105410 77256 3.215 
1600 106206 76738 2.963 
1600 106840 75969 2.981 
1600 107095 77358 3.249 
1600 105103 75475 3.271 
1600 107642 78360 2.9 
1600 105436 76316 3.138 
1600 105155 76721 3.434 
1600 105507 75575 2.458 
1600 104959 75999 2.582 
1600 107311 77601 2.53 
1600 105696 76850 2.42 
1600 104337 75433 2.96 
1600 105011 76366 2.561 
1600 107436 76876 1.738 
1600 104036 75733 2.707 
1600 104975 76655 2.605 
1600 106059 75990 2.316 
1600 105909 77419 1.738 
1600 106061 77168 1.734 
1600 104686 76286 2.458 
1600 103686 75671 2.6 
1600 104001 75671 3.098 
1600 106094 76288 3.166 
1600 105266 76375 3.087 
1600 104603 76785 3.337 
1600 102205 74274 2.532 
1600 106607 77483 2.487 
1600 105490 76229 2.572 
1600 104405 76269 3.237 
1600 105873 77284 2.446 
1600 103704 75223 2.621 
1600 105659 77790 3.029 
1600 107436 77604 3.51 
1600 106220 76301 2.967 
1700 113351 81780 2.293 
1700 112759 81830 2.063 
1700 109221 78917 2.174 
1700 110713 80173 3.875 
1700 114696 83309 3.548 
1700 111402 81728 3.082 
1700 112469 82320 3.292 
1700 108944 79762 2.686 
1700 110597 80183 2.561 
1700 112818 81451 3.685 
1700 109888 79818 2.588 
1700 113626 83287 2.868 
1700 112287 81654 2.795 
1700 114339 81740 3.268 
1700 112739 81916 2.746 
1700 112756 82215 2.758 
1700 112552 81239 2.681 
1700 115461 82856 2.165 
1700 112182 81753 1.883 
1700 113203 82393 1.878 
1700 114551 82408 2.94 
1700 111838 81882 3.195 
1700 112502 80927 3.7 
1700 113664 82141 2.622 
1700 112448 81617 2.743 
1700 111475 80889 2.754 
1700 113656 82168 2.822 
1700 111009 81581 1.815 
1700 111010 81336 3.251 
1700 114258 82007 1.882 
1700 109784 80620 2.832 
1700 111663 81598 1.955 
1700 110646 80808 2.76 
1700 112571 82842 3.407 
1700 112103 81022 2.729 
1700 113965 82997 2.807 
1700 115010 83627 2.662 
1700 109112 77930 3.946 
1700 113456 82053 2.826 
1700 115145 82991 2.069 
1700 114510 82566 2.731 
1700 111747 81715 3.412 
1700 109782 80377 2.578 
1700 112421 81715 2.635 
1700 111259 81893 3.635 
1700 111933 81382 1.858 
1700 112154 80805 3.257 
1700 114437 82860 2.698 
1700 114265 82324 3.018 
1700 109427 79075 3.8 
1700 111478 79455 2.537 
1700 109306 79961 3.588 
1700 115165 84170 3.385 
1700 112755 82394 2.62 
1700 114474 83136 3.856 
1700 111825 80407 2.7 
1700 112892 81855 2.765 
1700 113283 81726 2.07 
1700 114329 82447 2.814 
1700 112018 80875 3.858 
1700 112818 82615 3.577 
1700 115017 83059 1.861 
1700 114023 82927 2.858 
1700 110068 80695 2.828 
1700 113657 82373 3.838 
1700 113695 82622 3.118 
1700 112713 82092 1.879 
1700 112029 80183 3.123 
1700 114208 83363 2.85 
1700 110992 79635 2.781 
1700 114356 82263 2.822 
1700 110797 80231 2.744 
1700 113674 82642 2.849 
1700 112649 82006 1.881 
1700 113754 81674 3.888 
1700 112010 82346 2.724 
1700 110959 81151 3.333 
1700 111354 81156 2.704 
1700 112299 82708 1.887 
1700 111670 81101 3.259 
1700 112168 81814 2.305 
1700 112627 82028 3.589 
1700 114010 82362 2.813 
1700 111791 82011 2.788 
1700 113140 81833 3.541 
1700 113337 83329 2.532 
1700 113385 82913 3.935 
1700 111481 80959 3.606 
1700 113953 82410 2.101 
1700 115320 82981 2.991 
1700 113187 82350 2.713 
1700 113447 82370 2.713 
1700 112807 81836 2.788 
1700 113538 82000 2.754 
1700 114482 83200 2.862 
1700 113394 83177 3.321 
1700 114468 82173 2.795 
1700 113632 81623 3.392 
1700 114415 83385 2.847 
1700 110731 80856 2.785 
1800 121519 88756 2.596 
1800 122056 87880 2.069 
1800 123752 88847 3.048 
1800 120855 88465 3.002 
1800 121444 88450 2.939 
1800 120506 87796 3.418 
1800 120899 87452 3.08 
1800 119800 87596 3.219 
1800 118136 85471 2.92 
1800 120360 88179 2.983 
1800 120745 87292 2.946 
1800 119392 86809 2.964 
1800 118469 86520 2.884 
1800 121288 88265 2.947 
1800 118710 86916 2.827 
1800 119339 86696 2.967 
1800 122237 88248 2.997 
1800 118581 87766 2.919 
1800 120910 88531 2.826 
1800 118963 87445 2.805 
1800 120983 88003 3.34 
1800 119566 87107 3.567 
1800 122448 88491 2.807 
1800 119336 86786 3.002 
1800 119859 86793 2.034 
1800 119055 87637 3.718 
1800 120700 88490 3.393 
1800 118078 87166 3.863 
1800 117756 85979 3.541 
1800 120719 88344 3.178 
1800 121288 87976 3.907 
1800 117229 85304 3.363 
1800 119129 86908 3.878 
1800 121414 88386 1.978 
1800 121703 88167 3.29 
1800 118547 85761 3.7 
1800 122249 88040 3.141 
1800 121759 88857 2.976 
1800 121221 87927 3.296 
1800 119532 86819 3.51 
1800 121486 87576 2.933 
1800 118023 86118 2.897 
1800 121591 88914 1.994 
1800 122126 88010 3.958 
1800 118324 84820 3.192 
1800 118912 86521 2.799 
1800 121036 87661 3.019 
1800 121097 89000 3.361 
1800 121090 88459 2.824 
1800 120101 87995 2.821 
1800 116946 83842 2.699 
1800 121084 86782 3.704 
1800 120570 87467 2.908 
1800 122194 87817 2.835 
1800 116929 83841 1.914 
1800 122082 88715 2.546 
1800 120309 86446 2.969 
1800 121216 87808 2.824 
1800 120682 88554 2.938 
1800 121171 88081 3.604 
1800 120757 88749 2.766 
1800 120968 88016 3.502 
1800 121313 88657 2.987 
1800 120347 87179 2.962 
1800 123186 89126 3.71 
1800 121128 87365 3.422 
1800 120879 88818 2.933 
1800 118466 86259 2.759 
1800 118801 86938 3.448 
1800 121720 88032 2.811 
1800 121219 87868 3.509 
1800 122370 89120 3.825 
1800 121637 89038 2.963 
1800 119781 87911 2.935 
1800 120141 87136 2.859 
1800 121666 88098 2.856 
1800 120698 87890 2.803 
1800 120857 87654 2.824 
1800 118681 87026 3.536 
1800 120159 87830 3.111 
1800 120688 88039 2.979 
1800 118021 84926 3.659 
1800 120756 87496 4.206 
1800 120216 87781 2.574 
1800 122115 88207 3.441 
1800 122411 88781 3.538 
1800 119819 86362 3.367 
1800 119902 87124 3.703 
1800 121751 87916 3.269 
1800 120311 87588 3.871 
1800 119262 87462 3.776 
1800 119129 86527 3.236 
1800 112789 81931 1.963 
1800 121408 88271 2.537 
1800 119694 86291 2.763 
1800 119353 87886 2.951 
1800 120703 88235 3.283 
1800 120341 87601 2.939 
1800 119358 86843 2.77 
1800 120111 87325 2.92 
1900 121874 88350 3.237 
1900 129424 94807 3.473 
1900 129632 93806 2.941 
1900 127783 94349 4.108 
1900 128208 93714 3.545 
1900 128975 94327 4.178 
1900 127255 93234 3.645 
1900 128707 94026 2.966 
1900 127740 93222 3.706 
1900 129511 94492 2.422 
1900 128927 94585 3.616 
1900 127947 93522 3.081 
1900 123100 89446 2.898 
1900 130414 95133 4.141 
1900 127363 92708 2.059 
1900 127292 93110 3.114 
1900 129120 93491 2.948 
1900 128270 93390 3.155 
1900 128370 93295 2.977 
1900 126939 92655 2.913 
1900 127440 93597 2.128 
1900 128618 92567 3.072 
1900 128298 93725 2.84 
1900 127583 92541 3.055 
1900 126196 92968 3.761 
1900 127929 93723 3.078 
1900 127831 93126 2.961 
1900 126354 92172 2.972 
1900 128025 93989 3.327 
1900 127834 93133 3.627 
1900 127940 93706 2.963 
1900 128092 93564 3.956 
1900 128131 92453 3.331 
1900 129339 93695 3.223 
1900 128841 93627 3.051 
1900 129107 94347 2.131 
1900 127590 92127 2.064 
1900 128837 92881 4.125 
1900 127923 94173 2.961 
1900 129431 95057 2.99 
1900 128055 94274 3.159 
1900 129651 94760 4.159 
1900 126698 93821 2.08 
1900 129678 94684 2.274 
1900 128868 93225 3.111 
1900 127039 92841 3.803 
1900 130034 94134 3.52 
1900 127605 92928 2.95 
1900 129412 93809 3.186 
1900 130376 94483 2.948 
1900 122443 87452 2.946 
1900 128142 93578 3.024 
1900 129822 94189 3.9 
1900 126733 92159 3.082 
1900 126329 92359 3.939 
1900 126934 92788 3.077 
1900 129367 93449 4.043 
1900 128505 93342 2.958 
1900 128101 91414 3.001 
1900 126017 92960 3.638 
1900 128812 93502 3.979 
1900 125154 92189 2.867 
1900 127696 92371 3.172 
1900 126909 91871 2.049 
1900 129343 93463 4.108 
1900 127990 93571 3.573 
1900 129547 93149 3.07 
1900 128862 94008 2.105 
1900 126275 92244 2.898 
1900 126535 92778 2.915 
1900 128008 93133 2.968 
1900 127597 92878 2.942 
1900 123651 89142 3.522 
1900 127333 93612 3.071 
1900 128843 95005 3.003 
1900 128474 92426 3.18 
1900 130026 94833 3.205 
1900 127420 92513 3.037 
1900 128862 93030 4.006 
1900 125987 92307 2.208 
1900 128532 94014 3.339 
1900 129081 93732 3.173 
1900 126870 92750 3.775 
1900 124854 92036 3.083 
1900 129920 94797 3.144 
1900 130478 93793 3.136 
1900 128756 94369 3.234 
1900 122939 89180 3.294 
1900 130045 94263 3.138 
1900 126078 92451 2.91 
1900 129738 93697 2.967 
1900 128462 93354 4.046 
1900 129049 93264 2.965 
1900 126888 92916 2.899 
1900 125800 92155 4.223 
1900 127766 93142 3.01 
1900 126939 93418 3.047 
1900 128884 93359 2.917 
1900 129802 94394 2.108 
1900 127961 93671 3.156 
2000 135429 99651 2.387 
2000 136684 99667 3.913 
2000 136554 100287 3.688 
2000 135599 99429 4.178 
2000 137445 100151 2.662 
2000 135115 99200 3.25 
2000 136675 98792 3.333 
2000 137045 99060 3.595 
2000 138179 99981 3.277 
2000 136128 99879 3.455 
2000 135787 98520 3.089 
2000 135173 97689 2.217 
2000 136090 99161 3.102 
2000 133623 96903 2.171 
2000 135972 99711 3.125 
2000 139015 99923 2.244 
2000 132360 97181 4.104 
2000 133791 98780 3.655 
2000 136899 99350 2.242 
2000 138319 99457 3.643 
2000 136519 100391 3.096 
2000 136002 98307 3.37 
2000 135687 99898 3.333 
2000 139308 99801 3.968 
